TERM	0	統計的手法	0,0,0	3
TERM	1	換喩	0,5,8	0
TERM	2	換喩	1,4,5	0
TERM	3	換喩	1,14,21	0
TERM	4	換喩	1,48,77	0
TERM	5	換喩	1,110,167	0
TERM	6	換喩	1,133,199	1
TERM	7	換喩	1,229,356	0
TERM	8	換喩	1,292,456	0
TERM	9	解釈	0,7,10	0
TERM	10	解釈	1,8,11	4
TERM	11	解釈	1,61,95	0
TERM	12	解釈	1,112,169	0
TERM	13	換喩の解釈	0,5,8	4
TERM	14	換喩の解釈	1,110,167	0
TERM	15	本稿	1,0,0	0
TERM	16	本稿	1,102,156	0
TERM	17	統計	1,6,7	0
TERM	18	統計	1,184,284	0
TERM	19	換喩の統計	1,4,5	0
TERM	20	方法	1,10,15	0
TERM	21	言葉	1,19,29	0
TERM	22	言葉	1,26,41	0
TERM	23	喩詞	1,21,32	0
TERM	24	喩詞	1,67,106	0
TERM	25	喩詞	1,141,215	1
TERM	26	喩詞	1,218,340	0
TERM	27	被喩詞	1,28,44	0
TERM	28	被喩詞	1,73,116	0
TERM	29	被喩詞	1,180,278	1
TERM	30	被喩詞	1,237,367	0
TERM	31	連想	1,33,50	0
TERM	32	連想	1,144,220	0
TERM	33	連想	1,158,243	0
TERM	34	連想	1,220,344	0
TERM	35	比喩	1,36,57	0
TERM	36	漱石	1,42,69	0
TERM	37	漱石	1,52,82	0
TERM	38	漱石	1,70,112	0
TERM	39	漱石	1,78,124	0
TERM	40	小説	1,54,84	0
TERM	41	小説	1,81,127	0
TERM	42	場合	1,65,103	0
TERM	43	場合	1,265,414	0
TERM	44	場合	1,278,434	0
TERM	45	間	1,85,132	0
TERM	46	作者-作品	1,90,137	0
TERM	47	連想関係	1,96,146	0
TERM	48	成立	1,99,151	0
TERM	49	方針	1,108,164	0
TERM	50	こと	1,114,173	0
TERM	51	こと	1,202,316	0
TERM	52	こと	1,214,334	0
TERM	53	こと	1,243,378	0
TERM	54	こと	1,297,466	0
TERM	55	名詞	1,119,180	0
TERM	56	名詞	1,178,276	0
TERM	57	名詞	1,235,365	0
TERM	58	格助詞	1,122,184	0
TERM	59	述語	1,126,189	0
TERM	60	タイプ	1,131,196	0
TERM	61	とき	1,137,207	0
TERM	62	名詞群	1,147,225	2
TERM	63	名詞群	1,161,248	2
TERM	64	名詞群	1,223,349	0
TERM	65	ため	1,151,231	0
TERM	66	コーパス	1,153,234	1
TERM	67	コーパス	1,192,298	0
TERM	68	利用	1,155,238	0
TERM	69	コーパスの利用	1,153,234	0
TERM	70	なか	1,164,251	0
TERM	71	視点	1,169,261	1
TERM	72	視点	1,231,358	0
TERM	73	,V	1,172,265	0
TERM	74	適合	1,175,269	0
TERM	75	適合	1,233,361	0
TERM	76	選択	1,186,288	0
TERM	77	選択	1,241,373	0
TERM	78	結果	1,190,295	0
TERM	79	連想名詞	1,194,303	0
TERM	80	供給源	1,197,307	0
TERM	81	例証	1,204,319	0
TERM	82	提案手法	1,210,327	0
TERM	83	提案手法	1,249,389	0
TERM	84	提案手法	1,289,451	0
TERM	85	中	1,226,352	0
TERM	86	換喩解析	1,253,396	0
TERM	87	正解率	1,256,400	0
TERM	88	評価	1,261,408	0
TERM	89	評価	1,274,428	0
TERM	90	適用	1,263,410	0
TERM	91	適用	1,276,430	0
TERM	92	評価の適用	1,261,408	0
TERM	93	評価の適用	1,274,428	0
TERM	94	解析	1,294,458	0
TERM	95	換喩の解析	1,292,456	0
REL	0	13	3
REL	10	13	5
REL	6	25	1
REL	25	62	1
REL	66	62	1
REL	63	29	1
REL	71	29	1
