関係	0.7486725663716814
すなわち	0.5132743362831859
せる	0.7097345132743362
=	0.6371681415929203
的だ	0.8194690265486726
値	0.6867256637168142
行なう	0.31150442477876106
新ただ	0.39823008849557523
そのような	0.3292035398230089
まで	0.7415929203539823
最後だ	0.5256637168141592
挙げる	0.38761061946902653
元	0.415929203539823
つまり	0.45309734513274336
適切だ	0.552212389380531
約	0.5238938053097345
存在	0.7061946902654868
こと	0.8176991150442477
時	0.5575221238938053
実現	0.504424778761062
また	0.8194690265486726
おる	0.7380530973451327
はじめ	0.7469026548672566
単位	0.48849557522123893
主だ	0.4920353982300885
ごと	0.46194690265486726
：	0.35929203539823007
性	0.8123893805309734
P	0.3398230088495575
間	0.7663716814159292
作業	0.3486725663716814
上げる	0.3274336283185841
j	0.3504424778761062
実験	0.720353982300885
どう	0.5309734513274337
法	0.5610619469026549
ある	0.8194690265486726
語	0.7929203539823009
など	0.7964601769911505
近年	0.35752212389380533
対応	0.7026548672566372
分かる	0.4407079646017699
化	0.7575221238938054
考え	0.35221238938053095
比較的	0.40707964601769914
ら	0.815929203539823
ぬ	0.7716814159292036
応用	0.3168141592920354
知識	0.4424778761061947
このように	0.5451327433628319
規模	0.43716814159292033
性能	0.35752212389380533
ともに	0.4265486725663717
この	0.8194690265486726
精度	0.6353982300884956
部分	0.6902654867256637
応じる	0.3805309734513274
やすい	0.48672566371681414
全て	0.46017699115044247
1	0.8106194690265487
もつ	0.30265486725663715
いる	0.8194690265486726
テキスト	0.4654867256637168
大きい	0.6991150442477876
用いる	0.8106194690265487
対する	0.8176991150442477
判定	0.49557522123893805
つ	0.8141592920353983
したがって	0.3433628318584071
新しい	0.336283185840708
関する	0.7327433628318584
でも	0.727433628318584
困難だ	0.5292035398230088
さ	0.7079646017699115
年	0.3911504424778761
適用	0.6194690265486725
うち	0.6672566371681415
する	0.8194690265486726
ところ	0.5061946902654867
以降	0.36460176991150445
分野	0.4300884955752212
問題	0.7469026548672566
求める	0.5946902654867257
コーパス	0.5592920353982301
だ	0.8194690265486726
数	0.768141592920354
その他	0.35929203539823007
格	0.3238938053097345
形態	0.5716814159292035
異なる	0.7575221238938054
次の	0.5238938053097345
第	0.48672566371681414
基本	0.5716814159292035
れる	0.8194690265486726
量	0.511504424778761
助詞	0.39646017699115044
反映	0.30265486725663715
範囲	0.45663716814159294
B	0.4194690265486726
手法	0.7168141592920354
人	0.479646017699115
データ	0.6654867256637168
や	0.8123893805309734
容易だ	0.4725663716814159
率	0.6247787610619469
おく	0.8088495575221238
から	0.8176991150442477
次	0.6831858407079646
,	0.7486725663716814
実際	0.6778761061946903
正解	0.5309734513274337
類似	0.4920353982300885
'	0.5327433628318584
提案	0.7433628318584071
仮定	0.4230088495575221
結果	0.815929203539823
重い	0.31150442477876106
点	0.7398230088495575
長い	0.4353982300884956
N	0.368141592920354
時間	0.4672566371681416
効果	0.47079646017699117
向上	0.5539823008849557
%	0.5805309734513274
各	0.7823008849557522
内容	0.5292035398230088
調査	0.4265486725663717
理由	0.479646017699115
のだ	0.7646017699115044
日	0.34690265486725663
動詞	0.46194690265486726
削除	0.3345132743362832
我々	0.5079646017699115
示す	0.8176991150442477
検索	0.3929203539823009
要素	0.5752212389380531
．	0.8194690265486726
獲得	0.30973451327433627
が	0.8194690265486726
構成	0.647787610619469
かつ	0.4353982300884956
b	0.45132743362831856
種類	0.672566371681416
説明	0.6601769911504425
高い	0.7646017699115044
文字	0.4654867256637168
または	0.4194690265486726
影響	0.5769911504424778
使用	0.5327433628318584
そして	0.4353982300884956
.2	0.34690265486725663
7	0.5238938053097345
もの	0.8088495575221238
一般に	0.4283185840707965
得る	0.7929203539823009
素	0.5557522123893806
これ	0.815929203539823
にくい	0.30442477876106194
方法	0.7769911504424779
組	0.3256637168141593
出現	0.6407079646017699
最大だ	0.49557522123893805
を	0.8194690265486726
限る	0.4725663716814159
文中	0.38761061946902653
つく	0.8194690265486726
他	0.5557522123893806
で	0.8194690265486726
新聞	0.3734513274336283
）	0.5681415929203539
`	0.4424778761061947
後	0.6194690265486725
計算	0.6424778761061947
生成	0.5008849557522124
一般	0.6460176991150443
少ない	0.6194690265486725
現在	0.4831858407079646
小さい	0.4495575221238938
基準	0.4389380530973451
良い	0.5238938053097345
表す	0.7115044247787611
同じだ	0.7327433628318584
いく	0.6690265486725664
例えば	0.6867256637168142
・	0.6672566371681415
語彙	0.4194690265486726
なる	0.8194690265486726
例	0.7823008849557522
加える	0.5486725663716814
ため	0.8194690265486726
前後	0.3433628318584071
比較	0.7168141592920354
前	0.5681415929203539
くる	0.6070796460176991
形容詞	0.3185840707964602
しまう	0.5150442477876106
解析	0.6867256637168142
度	0.6407079646017699
場合	0.8176991150442477
先	0.4407079646017699
